?cls	?def	?xrefs
<https://www.tib.eu/digitrubber#DIGITRUBBER_000298>	"The letter “N” is used to indicate a normal curing rate typical of furnace blacks that have received no special modification to alter their influence on the rate of cure of rubber."@en	
<https://w3id.org/pmd/co/PMD_0050148>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000283>	"Smallest discernible spherical or nearly spherical material entity which can exist separately"@en	
<http://purl.obolibrary.org/obo/IAO_0000180>	"A heatmap is a report graph which is a graphical representation of data\nwhere the values taken by a variable(s) are shown as colors in a\ntwo-dimensional map."@en	
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl/DIGITRUBBER_1000001>	"Average molecular weight of the chains of a polymer, calculated by weighing each chain equally, regardless of size (first moment of the molecular weight)"@en	
<https://w3id.org/pmd/co/PMD_0000856>		
<https://w3id.org/pmd/co/PMD_0000614>		
<https://w3id.org/pmd/co/PMD_0000989>		
<https://w3id.org/pmd/co/PMD_0000529>		
<https://w3id.org/pmd/co/PMD_0000638>		
<https://w3id.org/pmd/co/PMD_0000505>		
<https://w3id.org/pmd/co/PMD_0000941>		
<https://w3id.org/pmd/co/PMD_0000832>		
<https://w3id.org/pmd/co/PMD_0000965>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000392>		
<https://w3id.org/pmd/co/PMD_0050123>		
<https://w3id.org/pmd/co/PMD_0020058>		
<https://w3id.org/pmd/co/PMD_0020034>		
<http://purl.obolibrary.org/obo/CHEBI_33259>	"A molecular entity all atoms of which have the same atomic number."	
<https://w3id.org/pmd/co/PMD_0020143>		
<http://purl.obolibrary.org/obo/PATO_0002198>	"A quality inhering in a bearer by virtue of its constitution."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000316>	"in kleinen Mengen mit einem Vulkanisationsmittel eingesetzter Mischungsbestandteil zur Beschleunigung der Vulkanisationsgeschwindigkeit und/oder Verbesserung der physikalischen Eigenschaften des Vulkanisates"@de	
<https://w3id.org/pmd/co/PMD_0050147>		
<http://purl.obolibrary.org/obo/CHEBI_51143>		"KEGG:C06061"
<https://w3id.org/pmd/co/PMD_0000615>		
<https://w3id.org/pmd/co/PMD_0000506>		
<https://w3id.org/pmd/co/PMD_0000966>		
<http://purl.obolibrary.org/obo/OBI_0000094>	"A planned process which results in physical changes in a specified input material"@en	
<https://w3id.org/pmd/co/PMD_0000857>		
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl/DIGITRUBBER_1000020>	"The component of modulus that is related to energy loss in deformation."@en	
<https://w3id.org/pmd/co/PMD_0000639>		
<https://w3id.org/pmd/co/PMD_0000942>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000307>	"Mischungsbestandteil zur Verzögerung einer alterungsbedingten Verschlechterung"@de	
<https://w3id.org/pmd/co/PMD_0000833>		
<https://w3id.org/pmd/co/PMD_0050146>		
<https://w3id.org/pmd/co/PMD_0050122>		
<https://w3id.org/pmd/co/PMD_0020059>		
<https://w3id.org/pmd/co/PMD_0020144>		
<https://w3id.org/pmd/co/PMD_0020035>		
<http://purl.obolibrary.org/obo/OBI_0200000>	"A planned process that produces output data from input data."@en	
<http://purl.obolibrary.org/obo/CHEBI_28685>	"A chromium group element atom that has formula Mo."	
<http://purl.obolibrary.org/obo/PATO_0001300>	"An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000300>	"An N carbon black with an average nitrogen surface area of 33 to 39 m²/g."@en	
<http://purl.obolibrary.org/obo/IAO_0000032>	"A scalar measurement datum is a measurement datum that is composed of two parts, numerals and a unit label."@en	
<http://purl.obolibrary.org/obo/CHEBI_49666>	"A cobalt group element atom that has formula Ir."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000296>	"compounding ingredient consisting essentially of more than 95 % elemental carbon in the form of nearspherical particles with major diameters less than 1 μm, generally coalesced into aggregates"@en	
<https://w3id.org/pmd/co/PMD_0000874>		
<https://w3id.org/pmd/co/PMD_0000523>		
<https://w3id.org/pmd/co/PMD_0060006>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000394>		
<https://w3id.org/pmd/co/PMD_0000898>		
<https://w3id.org/pmd/co/PMD_0000547>		
<https://w3id.org/pmd/co/PMD_0000789>		
<https://w3id.org/pmd/co/PMD_0000656>		
<https://w3id.org/pmd/co/PMD_0000983>		
<http://purl.obolibrary.org/obo/PATO_0001548>	"A physical quality inhering in an entity exhibiting the physical characteristics of an amorphous (non-crystalline) form of matter between a gas and a solid that has a definite volume, but no definite shape."@en	
<https://w3id.org/pmd/co/PMD_0050145>		
<https://w3id.org/pmd/co/PMD_0020036>		
<https://w3id.org/pmd/co/PMD_0050121>		
<http://purl.obolibrary.org/obo/APOLLO_SV_00000008>	"A planned process that has specified output a software product and that involves the creation of source code."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000338>	"intimate mixture of a rubber or rubbers or other polymer-forming materials with all the ingredients necessary for the finished product"@en	
<http://purl.obolibrary.org/obo/BFO_0000030>		
<https://w3id.org/pmd/co/PMD_0020145>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000150>	"The amount of raw materials, semi-finished products or finished products passing through a machine entity in the time X in the system under investigation."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000270>	"Asubstance which is capable of forming covalent bonds with a\nsequence of additional like or unlike molecules under the conditions of the relevant polymerforming reaction used for the particular process"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000574>	"die Komponente einer aufgebrachten Schubspannung, welche in Phase mit der Scherdeformation ist, geteilt durch die Dehnung"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000322>	"Handelsname für ein spezifisches Di(benzothiazol-2-yl)disulfid"@de	
<http://purl.allotrope.org/ontologies/result#AFR_0002192>	"The standard deviation is a measure of the amount of variation or dispersion of a set of values."@en	
<https://w3id.org/pmd/co/PMD_0000548>		
<https://w3id.org/pmd/co/PMD_0000984>		
<https://w3id.org/pmd/co/PMD_0000633>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000393>		
<http://purl.obolibrary.org/obo/IAO_0000007>	"A directive information entity that describes an action the bearer will take."@en	
<https://w3id.org/pmd/co/PMD_0050030>		
<https://w3id.org/pmd/co/PMD_0000875>		
<https://w3id.org/pmd/co/PMD_0000657>		
<https://w3id.org/pmd/co/PMD_0000899>		
<https://w3id.org/pmd/co/PMD_0000524>		
<https://w3id.org/pmd/co/PMD_0000960>		
<http://purl.obolibrary.org/obo/CHEBI_24870>	"A molecular entity having a net electric charge."@en	
<https://w3id.org/pmd/co/PMD_0000851>		
<https://w3id.org/pmd/co/PMD_0060007>		
<http://purl.obolibrary.org/obo/CHEBI_49637>	"A s-block element atom that has formula H."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000413>	"The sequence of addition refers to how different ingredients or substances are administered one after the other or in a specific order to achieve a certain effect."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000520>	"measure of the viscosity of a raw rubber or rubber compound, determined using a Mooney shearing-disc viscometer"@en	
<https://w3id.org/pmd/co/PMD_0050144>		
<https://w3id.org/pmd/co/PMD_0020146>		
<https://w3id.org/pmd/co/PMD_0020037>		
<https://w3id.org/pmd/co/PMD_0050120>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000291>	"Rubber with a saturated carbon chain of the polymethylene type"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000024>	"\"The photogrammetric determination of the parameters of interior orientation is usually referred to as calibration. This is based on the idea that once a mechanically stable camera is calibrated, it may be moved from one image taking location to another whilst retaining its calibration.\" (Luhmann, Robson et al. 2020: 170)"@en	
<https://w3id.org/pmd/co/PMD_0050059>		
<https://w3id.org/pmd/co/PMD_0000549>		
<https://w3id.org/pmd/co/PMD_0000658>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000280>	"A material entity, which is part of a larger set of the same material entity"@en	
<https://w3id.org/pmd/co/PMD_0000852>		
<http://purl.obolibrary.org/obo/OBI_0000663>	"A class prediction data transformation (sometimes called supervised classification) is a data transformation that has objective class prediction."@en	
<https://w3id.org/pmd/co/PMD_0000610>		
<https://w3id.org/pmd/co/PMD_0000767>		
<https://w3id.org/pmd/co/PMD_0050031>		
<https://w3id.org/pmd/co/PMD_0000876>		
<https://w3id.org/pmd/co/PMD_0000525>		
<https://w3id.org/pmd/co/PMD_0000501>		
<https://w3id.org/pmd/co/PMD_0000961>		
<https://w3id.org/pmd/co/PMD_0050058>		
<https://w3id.org/pmd/co/PMD_0020038>		
<https://w3id.org/pmd/co/PMD_0050143>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000397>		
<http://purl.obolibrary.org/obo/BFO_0000141>		
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl/DIGITRUBBER_1000019>	"The component of modulus that is related to energy storage in deformation."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000330>	"compounding ingredient that produces crosslinking in rubber"@en	
<http://purl.obolibrary.org/obo/CHEBI_33379>	"A lanthanoid atom that has formula Er."	
<http://purl.obolibrary.org/obo/CHEBI_194533>	"A boron group element atom with a symbol Nh and atomic number 113."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000341>	"Maschine mit zwei gegensätzlich drehenden Walzen, häufig erwärmbar oder kühlbar, welche gewöhnlich mit verschiedenen Umfangsgeschwindigkeiten betrieben werden, und mit einstellbarem Walzenspalt zum Mastizieren, Mischen, Verschneiden, Vorwärmen oder zum Auswalzen"@de	
<http://purl.obolibrary.org/obo/CHEBI_72695>	"Any molecule that consists of at least one carbon atom as part of the electrically neutral entity."@en	
<https://w3id.org/pmd/co/PMD_0000659>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000573>	"Verhältnis von Normalspannung zur Belastung, wobei jede durch eine komplexe Zahl dargestellt werden kann"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000298>	"Der Buchstabe \"N\" wird verwendet, um eine normale Vulkanisationsgeschwindigkeit anzugeben, die typisch ist für Furnace Blacks, die nicht speziell modifiziert wurden, um die Vulkanisierungsgeschwindigkeit zu ändern"@de	
<https://w3id.org/pmd/co/PMD_0000768>		
<https://w3id.org/pmd/co/PMD_0000526>		
<https://w3id.org/pmd/co/PMD_0000502>		
<https://w3id.org/pmd/co/PMD_0000962>		
<https://w3id.org/pmd/co/PMD_0000611>		
<https://w3id.org/pmd/co/PMD_0000853>		
<https://w3id.org/pmd/co/PMD_0060005>		
<https://w3id.org/pmd/co/PMD_0000986>		
<https://w3id.org/pmd/co/PMD_0000635>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000395>		
<https://w3id.org/pmd/co/PMD_0050032>		
<https://w3id.org/pmd/co/PMD_0000877>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000329>	"Handelsname für ein spezifisches Zink-Dibenzyldithiocarbamat"@de	
<https://w3id.org/pmd/co/PMD_0020148>		
<https://w3id.org/pmd/co/PMD_0050057>		
<https://w3id.org/pmd/co/PMD_0020039>		
<https://w3id.org/pmd/co/PMD_0050142>		
<http://purl.obolibrary.org/obo/BFO_0000140>		
<https://www.tib.eu/digitrubber#ROi3BNAY7lNum6bqHYNnKv>	"provide a human-readable definition of the type of entity the class refers to"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000130>	"A person that operates some apparatus or machine."@en	
<https://www.tib.eu/digitrubber#http://purl.obolibrary.org/obo/OBI_0302911>	"a planned process with objective to check that the accuracy or the quality of a claim or prediction satisfies some criteria and which is assessed by comparing with independent results"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000345>	"A physical quality which inheres in a bearer by virtue of its speed rotating around itself."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000193>	"A graph presents a number of peaks, showing the intensity and wavelength position of the Raman scattered light, in which each peak corresponds to a specific molecular bond vibration."@en	
<http://purl.obolibrary.org/obo/CHEBI_33385>	"An actinoid atom that has formula Th."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000293>	"type of rubber having an unsaturated carbon main chain derived mostly from butadiene or a substituted butadiene"@en	
<https://w3id.org/pmd/co/PMD_0000923>		
<https://w3id.org/pmd/co/PMD_0000814>		
<https://w3id.org/pmd/co/PMD_0000947>		
<https://w3id.org/pmd/co/PMD_0020096>		
<https://w3id.org/pmd/co/PMD_0020072>		
<https://w3id.org/pmd/co/PMD_0050033>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000428>	"rotating member with one or more helical grooves, used to propel rubber along the barrel of an extruder"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000424>	"machine which, through the use of a screw or a hydraulic ram, continuously shapes a material by forcing it through a die or dies"@en	
<https://w3id.org/pmd/co/PMD_0001021>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000093>	"Control variable for setting the temperature of the cylinder."@en	
<http://purl.obolibrary.org/obo/BFO_0000034>		
<https://w3id.org/pmd/co/PMD_0050056>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000525>		
<https://w3id.org/pmd/co/PMD_0050141>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000634>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000325>	"Handelsname für ein spezifisches Tetrabenzylthiuramdisulfid"@de	
<http://purl.obolibrary.org/obo/OBI_0000112>	"a role borne by a material entity that is gained during a specimen collection process and that can be realized by use of the specimen in an investigation"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000026>	"An agent is a system that perceives its environment through sensors and can interact with it through actions."@en	
<http://purl.obolibrary.org/obo/IAO_0000005>	"A directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000132>	"An individual who is responsible for managing or operating a business, organization, team or department."@en	
<http://purl.obolibrary.org/obo/CHEBI_33353>	"A manganese group element atom that has formula Tc."	
<https://w3id.org/pmd/co/PMD_0000900>		
<http://purl.obolibrary.org/obo/CHEBI_27638>	"A cobalt group element atom that has atomic number 27."	
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl/DIGITRUBBER_1000017>	"The outer surface of a tire that comes into direct contact with the road."@en	
<https://w3id.org/pmd/co/PMD_0000924>		
<http://purl.obolibrary.org/obo/OBI_0000018>	"a role realized through the process of supplying materials such as animal subjects, reagents or other materials used in an investigation."@en	
<https://w3id.org/pmd/co/PMD_0000815>		
<http://purl.obolibrary.org/obo/OBI_0000835>	"A person or organization that has a manufacturer role"@en	
<http://purl.obolibrary.org/obo/CHEBI_28984>	"A boron group element atom that has formula Al."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000124>	"Processed raw materials that are not used for final consumption but as input for the production of finished goods in the system under investigation. Constitutes an entity in the material cost and waste management cost group."@en	
<https://w3id.org/pmd/co/PMD_0050010>		
<https://w3id.org/pmd/co/PMD_0020073>		
<https://w3id.org/pmd/co/PMD_0050034>		
<http://purl.obolibrary.org/obo/CHMO_0000258>	"A type of atomic emission spectrometry where a high energy laser pulse is used to generate a plasma which acts as the excitation source."@en	
<http://purl.obolibrary.org/obo/CHEBI_33355>		
<https://w3id.org/pmd/co/PMD_0001020>		
<http://purl.obolibrary.org/obo/NCIT_C48054>	"The most extreme possible amount or value; the highest point."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000307>	"compounding ingredient used to retard deterioration by ageing"@en	
<https://w3id.org/pmd/co/PMD_0050079>		
<http://purl.obolibrary.org/obo/PATO_0001842>	"A concentration quality inhering in a bearer by virtue of the bearer's containing acid (hydrogen ions)."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000524>		
<https://w3id.org/pmd/co/PMD_0050055>		
<https://w3id.org/pmd/co/PMD_0050140>		
<http://purl.obolibrary.org/obo/BFO_0000142>		
<http://purl.obolibrary.org/obo/IAO_0000100>	"A data item that is an aggregate of other data items of the same type that have something in common. Averages and distributions can be determined for data sets."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000006>	"geometrical method to determine distances \nbetween to points"@en	
<http://purl.obolibrary.org/obo/CHEBI_27563>	"A pnictogen that has formula As."	
<http://purl.obolibrary.org/obo/MS_1000231>	"A localized region of relatively large ion signal in a mass spectrum. Although peaks are often associated with particular ions, the terms peak and ion should not be used interchangeably."@en	
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl/DIGITRUBBER_1000024>	"Generic name for an instrument that applies oscillatory shearing deformation at the vulcanization temperature of a compound at a given time window, using a constant frequency and amplitude."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000439>		
<https://w3id.org/pmd/co/PMD_0000816>		
<https://w3id.org/pmd/co/PMD_0000949>		
<http://purl.obolibrary.org/obo/CHEBI_33389>	"An actinoid atom that has formula Am."	
<https://w3id.org/pmd/co/PMD_0000901>		
<https://w3id.org/pmd/co/PMD_0000925>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000308>	"Handelsname für ein spezifisches Alterungsschutzmittel"@de	
<https://w3id.org/pmd/co/PMD_0020074>		
<https://w3id.org/pmd/co/PMD_0020050>		
<http://purl.obolibrary.org/obo/CHEBI_49957>	"A noble gas atom that has formula Xe."	
<https://w3id.org/pmd/co/PMD_0050011>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000297>	"An elemental carbon in the form of virtually pure colloidal particles that are produced by incomplete combustion or thermal decomposition of gaseous or liquid hydrocarbons under controlled conditions. A black, finely divided pellet or powder, its properties of specific surface area, particle size and structure, conductivity and colour can be varied by varying the exact conditions for its production. It is used in tyres, rubber and plastic products, printing inks and coatings."@en	"PMID:26803751 PMID:24291665 CAS:1333-86-4 Wikipedia:Carbon_black PMID:25071917 KEGG:C19202 PMID:24669321"
<http://purl.obolibrary.org/obo/CHMO_0002820>	"Experimental method output expressing the contribution of one constituent to the composition of a mixture. (chmo defined)"@en	
<https://w3id.org/pmd/co/PMD_0060008>		
<https://w3id.org/pmd/co/PMD_0050035>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000282>	"Rigid group of coalesced particles which is the smallest entity that can be dispersed by normal rubber processing"@en	
<http://purl.obolibrary.org/obo/BFO_0000145>		
<https://w3id.org/pmd/co/PMD_0050078>		
<https://w3id.org/pmd/co/PMD_0050054>		
<http://purl.obolibrary.org/obo/IAO_0000102>	"Data about an ontology part is a data item about a part of an ontology, for example a term"@en	
<https://w3id.org/pmd/co/PMD_0020098>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000586>	"Presse, die zwei oder mehrere übereinanderliegende beheizte Platten besitzt, zwischen denen die Formteile gepresst werden"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000493>	"raw, compounded, vulcanized or partially vulcanized rubber in the form of end-of-life rubber products or factory scrap"@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000091>	"Control variable for setting the temperature of the screw."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000636>		
<http://purl.obolibrary.org/obo/CHEBI_33273>	"An anion consisting of more than one atom."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000527>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000418>		
<https://w3id.org/pmd/co/PMD_0000926>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000572>	"Verhältnis von Schubspannung zu Scherdehnung, wobei jede durch eine komplexe Zahl dargestellt werden kann"@de	
<https://w3id.org/pmd/co/PMD_0000817>		
<http://purl.obolibrary.org/obo/CHEBI_33395>	"An actinoid atom that has formula Md."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000646>	"A synthetic cis-1,4-polyisoprene, made by the industrial polymerisation of isoprene."@en	
<https://w3id.org/pmd/co/PMD_0000902>		
<http://purl.obolibrary.org/obo/CHEBI_33357>		
<https://w3id.org/pmd/co/PMD_0020075>		
<https://w3id.org/pmd/co/PMD_0020051>		
<https://w3id.org/pmd/co/PMD_0050012>		
<https://w3id.org/pmd/co/PMD_0060009>		
<https://w3id.org/pmd/co/PMD_0050036>		
<http://purl.obolibrary.org/obo/BFO_0000035>		
<https://w3id.org/pmd/co/PMD_0050077>		
<http://purl.obolibrary.org/obo/IAO_0000183>	"A dendrogram is a report graph which is a tree diagram\nfrequently used to illustrate the arrangement of the clusters produced by a\nclustering algorithm."@en	
<https://w3id.org/pmd/co/PMD_0050053>		
<https://w3id.org/pmd/co/PMD_0000590>		
<http://purl.obolibrary.org/obo/BFO_0000011>		
<https://w3id.org/pmd/co/PMD_0020099>		
<https://w3id.org/pmd/co/PMD_0050037>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000090>	"Screw torque is a measured variable that indicates how high the torque of the screw is during extrusion."@en	
<http://purl.obolibrary.org/obo/CHEBI_33261>	"An organosulfur compound is a compound containing at least one carbon-sulfur bond."@en	"Wikipedia:Organosulfur_compounds"
<https://w3id.org/pmd/co/PMD_0000834>		
<http://purl.obolibrary.org/obo/CHEBI_29853>		
<https://w3id.org/pmd/co/PMD_0000507>		
<https://w3id.org/pmd/co/PMD_0000967>		
<https://w3id.org/pmd/co/PMD_0000858>		
<https://w3id.org/pmd/co/PMD_0000616>		
<https://w3id.org/pmd/co/PMD_0020052>		
<https://w3id.org/pmd/co/PMD_0000810>		
<http://purl.obolibrary.org/obo/OBI_0001930>	"A value specification that is specifies one category out of a fixed number of nominal categories"@en	
<http://purl.obolibrary.org/obo/CHEBI_27007>	"A carbon group element atom that has formula Sn."	
<https://www.tib.eu/digitrubber#http://purl.obolibrary.org/obo/CHEBI_27363>	"A zinc group element atom that has formula Zn."@en	
<http://purl.obolibrary.org/obo/BFO_0000038>		
<https://w3id.org/pmd/co/PMD_0050013>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000536>	"A measurement protocol for reliably reproducing the density measurement assay."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000592>	"An assay with the objective to produce information about the molecular weight distribution of the material entity that is the evaluant, by physically examining it or its proxies."@en	
<http://purl.obolibrary.org/obo/BFO_0000147>		
<http://purl.obolibrary.org/obo/CHEBI_48901>	"An azole in which the five-membered heterocyclic aromatic skeleton contains a N atom and one S atom."@en	
<https://w3id.org/pmd/co/PMD_0050076>		
<https://w3id.org/pmd/co/PMD_0050052>		
<https://w3id.org/pmd/co/PMD_0020076>		
<http://purl.obolibrary.org/obo/CHEBI_26708>	"An alkali metal atom that has formula Na."	
<http://purl.obolibrary.org/obo/CHEBI_137980>	"An atom of an element that exhibits properties that are between those of metals and nonmetals, or that has a mixture of them. The term generally includes boron, silicon, germanium, arsenic, antimony, and tellurium, while carbon, aluminium, selenium, polonium, and astatine are less commonly included."	
<http://purl.obolibrary.org/obo/OBI_0000011>	"A process that realizes a plan which is the concretization of a plan specification."@en	
<http://purl.obolibrary.org/obo/CHEBI_30501>	"Alkaline earth metal atom with atomic number 4."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000337>	"substance added to a rubber or rubber latex to form a mix"@en	
<https://w3id.org/pmd/co/PMD_0050038>		
<https://w3id.org/pmd/co/PMD_0000508>		
<http://purl.obolibrary.org/obo/CHEBI_33351>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000023>	"\"The exterior orientation consists of six parameters which describe the spatial position and orientation of the camera coordinate system with respect to the global object coordinate system\" (Luhmann et al. 2020: 277)"@en	
<https://w3id.org/pmd/co/PMD_0000944>		
<https://w3id.org/pmd/co/PMD_0000835>		
<https://w3id.org/pmd/co/PMD_0001025>	"A planned process that aims to obtain information about a material entity (the subject of the assessment) by examining it."@en	
<http://purl.obolibrary.org/obo/OBI_0000387>	"A cool function is a function to decrease the internal kinetic energy of a material below the initial kinetic energy of that type of material."@en	
<https://w3id.org/pmd/co/PMD_0000968>		
<https://w3id.org/pmd/co/PMD_0000617>		
<http://purl.obolibrary.org/obo/NCIT_C47936>	"Any covalent linkage between two polymers or between two different regions of the same polymer."@en	
<https://w3id.org/pmd/co/PMD_0000859>		
<https://w3id.org/pmd/co/PMD_0020053>		
<http://purl.obolibrary.org/obo/CHEBI_25585>		
<https://w3id.org/pmd/co/PMD_0000920>		
<http://purl.obolibrary.org/obo/IAO_0000179>	"A histogram is a report graph which is a statistical description of a\ndistribution in terms of occurrence frequencies of different event classes."@en	
<https://w3id.org/pmd/co/PMD_0000811>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000370>	"Abstand zwischen den Walzenoberflächen einer Walze oder eines Kalanders, gemessen zwischen den Mittelpunkten"@de	
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl#DIGITRUBBER1000031>	"A device zone that is part of an extruder and in which a sub-process of extrusion occurs."@en	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000294>	"Handelsname für ein spezifischen EPDM-Kautschuk"@de	
<https://w3id.org/pmd/co/PMD_0050014>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000337>	"Substanz, die zu einem Kautschuk oder einem Latex gegeben wird, um eine Mischung herzustellen"@de	
<https://w3id.org/pmd/co/PMD_0001024>		
<http://purl.obolibrary.org/obo/BFO_0000146>		
<http://purl.obolibrary.org/obo/IAO_0000033>	"An information content entity whose concretizations indicate to their bearer how to realize them in a process."@en	
<https://w3id.org/pmd/co/PMD_0050099>		
<https://w3id.org/pmd/co/PMD_0050075>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000134>	"A person who supports an operator in the system under investigation. Constitutes an entity of the human ressource and the production cost group."@en	
<https://w3id.org/pmd/co/PMD_0020077>		
<http://purl.obolibrary.org/obo/CHEBI_33331>	"A rare earth metal atom that has formula Y."	
<http://purl.obolibrary.org/obo/CHEBI_30682>	"An iron group element atom that has formula Ru."	
<http://purl.obolibrary.org/obo/OBI_0200111>	"An planned process that creates images, diagrams or animations from the input data."@en	
<http://purl.obolibrary.org/obo/CHEBI_36357>	"Any molecular entity consisting of more than one atom."	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000419>		
<http://purl.obolibrary.org/obo/CHEBI_33388>	"An actinoid atom that has formula Pu."	
<https://w3id.org/pmd/co/PMD_0050015>		
<https://w3id.org/pmd/co/PMD_0000618>		
<https://w3id.org/pmd/co/PMD_0050039>		
<https://w3id.org/pmd/co/PMD_0000509>		
<https://w3id.org/pmd/co/PMD_0000812>		
<https://w3id.org/pmd/co/PMD_0000945>		
<https://w3id.org/pmd/co/PMD_0000836>		
<https://w3id.org/pmd/co/PMD_0000969>		
<https://w3id.org/pmd/co/PMD_0020030>		
<https://w3id.org/pmd/co/PMD_0050050>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000290>	"Kautschuk, der durch nicht biologische Polymerisation eines oder mehrerer Monomere hergestellt wird"@de	
<https://www.tib.eu/digitrubber#DIGITRUBBER_000161>	"A machine that mixes polymers and additives in the manufacture of plastic and rubber products. Constitutes an entity sub-group of the machine entity."@en	
<http://purl.obolibrary.org/obo/BFO_0000016>		
<https://w3id.org/pmd/co/PMD_0001023>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000289>	"Natur- oder synthetischer Kautschuk, gewöhnlich in Ballen- oder Paketform, welcher das Ausgangsmaterial für die Herstellung von Gummiprodukten darstellt"@de	
<https://w3id.org/pmd/co/PMD_0020078>		
<https://w3id.org/pmd/co/PMD_0050098>		
<https://www.tib.eu/digitrubber#DIGITRUBBER_000594>	"A concentration measurement protocol for reliably reproducing the ethylene concentration measurement assay."@en	
<http://purl.obolibrary.org/obo/digitrubber/digitrubber-full.owl/DIGITRUBBER_1000016>	"Silane is necessary to act as intermediary between silica and the SBR matrix, and its role is to enhance the dispersion of silica in the SBR matrix."@en	
<http://purl.obolibrary.org/obo/CHEBI_49648>	"A lanthanoid atom that has formula Ho."	
<https://w3id.org/pmd/co/PMD_0050074>		
<https://w3id.org/pmd/co/PMD_0020054>		
